2024-07-22 21:06:49 | CRITICAL | __main__   | This is a critical message : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02357654 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02360631 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02361892 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02361905 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02364648 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02365870 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02366819 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02368743 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02369211 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02370069 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02371200 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02375295 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02379156 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02380118 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02384850 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02385045 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02385448 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02386800 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02390973 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02393287 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02394158 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02396420 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02396732 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02399033 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02406495 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02406885 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02408120 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02413970 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02414399 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02415257 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02416765 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02416869 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02419378 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02420015 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02425774 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02426034 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02426944 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02427295 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02429583 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02429765 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02430740 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02431442 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02431559 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02432404 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02437045 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02437084 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02441179 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02443623 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02443844 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02445339 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02455921 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02456129 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02456532 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02457442 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02462317 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02462590 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02464813 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02464865 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02466113 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02467686 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02469610 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02473809 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02476461 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02477280 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02478346 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02478515 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02481518 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02483715 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02488057 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02489045 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02490839 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02498483 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02499185 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02502734 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02504203 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02509091 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02509949 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02510404 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02511574 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02515773 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02519777 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02525991 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02526823 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02527512 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02528136 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02528604 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02529475 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02531724 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02531971 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02535299 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02536976 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02537899 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02541955 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02542956 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02543710 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02546856 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02548013 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02550028 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02550080 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02550769 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02552459 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02553226 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02555163 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02557386 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02557412 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02558504 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02560389 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02560766 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02562456 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02563535 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02564471 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02565277 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02566226 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02566863 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02566928 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02567214 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02570230 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02570321 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02570347 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02571179 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02571881 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02573168 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02573597 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02573909 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02579200 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02579733 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02579928 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02580630 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02584140 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02589353 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02589691 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02589977 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02590315 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02590653 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02590822 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02592980 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02593409 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02595190 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02596555 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02600000 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02601157 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02604459 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02606565 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02607163 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02607319 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02607748 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02609048 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02609425 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02609698 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02612181 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02613039 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02618057 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02620904 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02621489 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02621541 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02624908 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02627521 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02627560 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02630628 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02631512 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02632266 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02632318 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02632760 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02634541 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02635893 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02637076 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02637453 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02638935 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02643381 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02644629 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02645474 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02647788 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02649114 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02650024 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02650388 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02652572 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02652637 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02653131 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02654912 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02656394 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02664558 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02667730 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02668016 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02668978 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02671318 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02673359 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02675153 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02678377 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02678663 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02678728 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02678962 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02680054 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02686021 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02687178 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02687724 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02689024 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02689089 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02689817 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02691793 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02692651 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02695992 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02698969 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02701777 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02701881 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02704234 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02704754 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02705222 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02707809 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02707874 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02713087 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02714725 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02715466 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02715518 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02721017 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02726009 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02728726 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02731794 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02732080 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02733159 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02734173 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02735577 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02735902 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02739295 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02742233 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02743598 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02744976 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02745704 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02746900 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02747940 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02748330 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02749617 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02754583 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02755701 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02759861 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02760251 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02760459 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02762851 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02763007 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02764476 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02765035 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02765217 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02766530 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02773173 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02774317 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02777424 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02777580 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02779374 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02780427 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02781610 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02782702 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02783859 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02785549 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02787070 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02787863 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02788045 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02789111 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02790593 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02796378 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02797548 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02798237 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02802644 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02804126 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02804646 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02805504 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02807857 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02810704 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02816164 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02816762 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02818816 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02821819 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02823808 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02825290 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02827487 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02827526 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02830360 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02831166 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02833116 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02833623 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02837783 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02838810 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02842424 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02844907 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02845427 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02849483 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02851303 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02851888 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02858180 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02858804 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02859480 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02862314 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02862912 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02863120 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02867618 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02868437 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02871206 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02872090 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02872935 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02874092 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02876484 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02877485 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02882113 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02883400 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02884115 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02884401 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02885909 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02886962 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02888704 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02890719 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02892968 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02893228 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02893293 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02894268 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02894372 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02894645 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02897856 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02900443 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02901106 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02902120 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02903407 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02904785 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02905734 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02905890 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02907554 : 
2024-07-22 21:08:42 | WARNING  | analyzer   | reading raw trial for NCT02908919 : 
